long_name,overall,potential,height_cm,weight_kg,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,cf,cm,cb,gk,AttackWorkRate,DefenseWorkRate,position_Defender,position_Forward,position_Goalkeeper,position_Midfielder,preferred_foot_Left,preferred_foot_Right,tag_Acrobat,tag_Aerial Threat,tag_Clinical Finisher,tag_Complete Defender,tag_Complete Forward,tag_Complete Midfielder,tag_Crosser,tag_Distance Shooter,tag_Dribbler,tag_Engine,tag_FK Specialist,tag_Playmaker,tag_Poacher,tag_Speedster,tag_Strength,tag_Tackling,tag_Tactician,traits_Cautious With Crosses,traits_Chip Shot (AI),traits_Comes For Crosses,traits_Dives Into Tackles (AI),traits_Early Crosser,traits_Finesse Shot,traits_Flair,traits_GK Long Throw,traits_Giant Throw-in,traits_Injury Prone,traits_Leadership,traits_Long Passer (AI),traits_Long Shot Taker (AI),traits_Long Throw-in,traits_Outside Foot Shot,traits_Playmaker (AI),traits_Power Free-Kick,traits_Power Header,traits_Rushes Out Of Goal,traits_Saves with Feet,traits_Solid Player,traits_Speed Dribbler (AI),traits_Team Player,traits_Technical Dribbler (AI)
Sophie Román Haug,72,79,178,68,3,3,73.0,72.0,62.0,68.0,40.0,66.0,58,70,81,63,68,69,63,63,58,72,74,73,59,71,60,75,83,70,72,74,42,32,69,65,68,66.0,35,38,31,5,12,8,5,11,0.0,70,65,52,17,0.5,1.0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Diana Ordoñez,79,87,178,62,4,3,73.0,76.0,65.0,74.0,43.0,69.0,48,82,83,79,74,72,61,52,70,80,75,72,72,82,61,77,92,65,71,66,62,37,84,56,60,74.0,38,39,37,7,8,12,11,12,0.0,76,72,58,20,1.0,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tinaya Alexander,67,74,158,58,3,3,82.0,62.0,60.0,70.0,47.0,65.0,60,60,55,63,61,67,65,52,65,71,83,82,80,60,78,65,84,70,58,63,70,51,73,53,52,68.0,43,45,48,9,7,15,9,7,0.0,67,65,56,16,0.5,0.0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zoe Morse,79,85,175,67,3,2,55.0,50.0,65.0,65.0,81.0,76.0,42,38,75,78,46,60,34,43,74,73,55,55,59,79,62,58,71,68,81,68,77,79,67,74,41,62.0,82,83,79,7,10,13,8,8,0.0,65,75,81,18,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bianca St. Georges,77,82,165,59,3,3,75.0,51.0,68.0,73.0,73.0,78.0,76,52,45,77,52,72,60,54,70,78,76,74,75,75,70,54,72,78,81,42,70,73,58,48,48,57.0,78,76,77,7,7,6,9,11,0.0,65,71,75,18,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angharad James,73,73,162,57,3,2,61.0,61.0,73.0,66.0,68.0,69.0,65,56,55,80,57,61,70,68,73,73,55,66,66,69,70,71,71,69,69,65,70,70,65,69,50,63.0,70,69,68,13,12,12,12,12,0.0,66,73,71,20,1.0,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gunnhildur Jónsdóttir,75,75,163,57,3,3,65.0,55.0,69.0,62.0,75.0,76.0,53,52,64,79,49,58,48,52,76,61,63,67,60,68,80,66,58,77,81,54,68,76,53,72,56,75.0,82,73,69,12,11,9,7,8,0.0,62,71,75,18,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brianna Visalli,72,72,157,55,3,3,75.0,59.0,68.0,72.0,52.0,51.0,65,60,42,75,58,70,55,55,66,74,74,75,80,75,55,56,63,70,35,57,62,39,70,68,58,67.0,45,66,71,9,11,6,14,6,0.0,69,71,58,19,0.5,0.5,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erin Simon,74,74,163,57,5,3,68.0,49.0,61.0,65.0,75.0,61.0,65,48,58,68,45,64,64,69,55,62,69,67,66,73,77,62,60,75,51,44,67,73,42,48,41,65.0,78,78,81,7,14,7,11,9,0.0,58,63,72,19,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esmee Brugts,71,90,165,58,3,3,78.0,61.0,67.0,76.0,26.0,46.0,70,65,35,71,61,77,69,53,67,76,77,78,81,63,78,57,48,62,45,58,29,24,65,59,57,60.0,23,27,28,6,13,9,6,13,0.0,68,65,39,17,0.5,0.5,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romée Leuchter,71,81,167,60,3,2,71.0,74.0,55.0,69.0,26.0,65.0,41,77,67,65,68,71,30,57,47,70,72,71,64,68,68,72,64,66,65,72,63,21,70,61,63,60.0,25,19,23,14,6,10,10,8,0.0,70,62,44,18,0.5,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannah Silcock,58,80,176,59,3,2,67.0,37.0,55.0,59.0,58.0,59.0,50,28,52,60,41,57,51,48,57,58,69,65,66,61,58,45,62,54,62,40,56,60,50,53,48,60.0,55,62,53,11,10,11,7,6,0.0,53,58,60,16,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cindy Perrault,73,75,172,63,3,1,0.0,0.0,0.0,0.0,0.0,0.0,10,9,13,24,10,15,14,11,21,19,29,29,31,69,46,53,55,28,41,9,26,14,8,32,12,35.0,13,13,13,73,71,71,71,77,29.0,24,26,24,74,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manon Le Page,68,77,173,62,2,1,0.0,0.0,0.0,0.0,0.0,0.0,10,12,12,29,9,15,14,12,25,14,25,27,32,59,47,50,60,26,38,9,27,12,8,33,14,35.0,10,10,14,68,68,66,65,72,26.0,23,26,22,69,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enora Guillois,72,82,167,57,2,2,65.0,42.0,58.0,67.0,72.0,69.0,62,40,55,68,41,64,57,38,49,71,61,68,63,69,79,48,69,76,69,39,62,72,43,50,40,61.0,75,74,71,8,15,15,11,12,0.0,57,63,71,20,0.5,0.5,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maïwen Renard,73,82,173,62,3,2,66.0,40.0,55.0,59.0,74.0,73.0,36,41,72,76,33,54,41,33,58,64,54,75,57,67,69,42,84,66,75,36,72,70,38,43,38,65.0,73,77,75,14,11,11,7,9,0.0,54,62,75,19,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Héloïse Mansuy,75,80,168,54,3,2,68.0,36.0,61.0,64.0,76.0,74.0,50,32,72,77,33,61,41,53,67,70,67,68,58,73,62,47,76,76,74,30,72,74,43,47,41,68.0,77,79,75,11,9,9,12,8,0.0,57,66,77,19,1.0,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Margaux Le Mouël,75,83,169,56,3,3,67.0,68.0,69.0,75.0,61.0,60.0,51,72,47,78,52,78,60,51,73,80,70,65,61,72,57,61,65,84,54,70,44,66,73,76,60,65.0,57,68,54,7,13,15,12,6,0.0,73,77,63,19,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nina Richard,71,79,159,54,3,2,68.0,57.0,65.0,70.0,66.0,58.0,47,58,46,73,51,68,48,43,68,73,72,65,67,69,85,57,65,69,52,56,59,72,72,75,44,56.0,64,71,61,13,11,11,15,13,0.0,68,73,66,21,0.0,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurie Teinturier,73,74,169,61,3,2,77.0,66.0,70.0,69.0,38.0,59.0,71,67,52,75,60,68,59,58,66,71,76,78,74,71,60,67,72,72,57,66,42,22,75,71,58,65.0,42,41,33,10,13,12,12,15,0.0,71,69,49,21,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aïssata Traoré,76,79,172,59,3,3,81.0,70.0,70.0,76.0,38.0,75.0,70,72,60,75,61,76,62,55,62,77,78,84,80,74,68,67,71,77,72,69,81,28,77,75,69,77.0,41,36,31,13,9,9,6,9,0.0,75,71,54,18,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sarah Cambot,77,77,166,60,3,3,74.0,79.0,73.0,77.0,44.0,66.0,74,80,65,77,76,78,68,78,65,80,71,77,62,81,79,82,69,88,65,77,39,41,83,72,72,82.0,38,47,39,15,5,8,10,8,0.0,77,75,55,19,1.0,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alison Peniguel,72,79,169,60,3,3,76.0,71.0,55.0,72.0,34.0,57.0,31,73,69,69,70,74,48,53,50,73,78,75,62,70,73,69,74,59,66,68,28,18,74,58,64,59.0,37,32,28,12,6,14,14,12,0.0,71,63,47,20,1.0,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Binta Diakité,69,69,164,58,3,3,61.0,69.0,56.0,70.0,41.0,61.0,42,70,63,66,65,72,52,53,51,71,69,55,60,75,74,68,67,61,68,69,43,35,77,57,65,63.0,39,42,31,11,10,6,12,13,0.0,69,65,51,20,0.5,0.0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aminata Keita,63,74,167,60,2,2,65.0,43.0,53.0,62.0,61.0,64.0,53,43,57,58,40,58,57,40,45,66,61,69,71,58,65,47,76,61,68,39,53,62,50,51,42,53.0,58,62,66,6,13,7,5,10,0.0,55,58,64,16,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mélissa Ferreira Gomes,75,75,167,60,4,3,79.0,76.0,70.0,80.0,38.0,59.0,65,75,72,76,72,80,72,66,64,79,84,75,85,75,76,77,55,70,50,78,67,29,80,70,72,80.0,35,38,34,12,14,14,11,11,0.0,75,72,51,21,0.5,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jelena Karličić,71,82,170,59,3,4,80.0,67.0,67.0,73.0,36.0,58.0,61,66,51,72,64,72,70,67,68,74,82,79,80,69,73,71,60,68,48,68,70,26,64,65,69,71.0,37,38,35,7,9,11,8,7,0.0,70,68,49,17,0.5,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lilian Awuor,66,75,175,66,2,1,0.0,0.0,0.0,0.0,0.0,0.0,13,8,13,17,8,12,13,10,16,16,44,45,42,60,44,47,59,31,38,10,29,13,9,31,16,38.0,9,15,11,67,63,63,63,70,44.0,23,23,23,67,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amandine Herbert,63,76,173,63,2,2,60.0,38.0,49.0,55.0,65.0,60.0,36,34,62,67,33,51,39,28,53,58,51,67,51,61,62,53,77,61,60,33,55,67,35,37,33,59.0,69,63,58,11,9,10,7,9,0.0,50,56,65,17,0.0,0.5,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shana Chossenotte,64,81,172,60,3,3,82.0,59.0,57.0,65.0,35.0,53.0,54,60,55,60,63,63,61,51,50,66,79,84,77,61,67,58,61,53,56,58,42,18,63,59,57,60.0,36,39,33,8,11,7,8,5,0.0,64,58,46,16,0.5,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brooke Hendrix,73,74,180,71,3,2,69.0,32.0,48.0,50.0,75.0,70.0,26,31,79,66,23,35,24,35,64,64,69,69,63,70,47,33,63,66,75,34,64,69,23,35,41,55.0,76,77,73,10,8,5,5,6,0.0,47,58,74,16,0.0,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magnaba Folquet,68,81,169,62,3,3,69.0,58.0,63.0,68.0,63.0,68.0,47,61,48,74,50,68,53,47,68,70,68,70,64,69,77,57,67,71,70,57,58,70,63,63,51,59.0,60,69,59,13,13,12,15,13,0.0,66,70,66,22,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Océane Hurtré,70,84,167,64,2,3,73.0,69.0,67.0,72.0,58.0,59.0,72,69,57,68,65,71,75,62,62,73,77,70,78,68,78,73,67,54,67,67,42,57,69,63,59,66.0,53,65,55,6,5,7,8,12,0.0,70,68,62,16,0.5,0.5,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airine Fontaine,68,81,168,61,2,3,65.0,60.0,66.0,71.0,39.0,53.0,66,64,46,73,60,71,57,51,62,73,68,62,77,65,59,49,58,52,56,61,47,35,66,63,53,57.0,42,38,34,12,13,8,6,15,0.0,66,66,49,19,0.5,0.0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rosemonde Kouassi,78,86,164,54,3,3,95.0,78.0,65.0,75.0,36.0,68.0,55,80,64,75,71,71,67,58,56,79,94,95,82,74,81,80,74,68,67,76,70,26,82,63,63,73.0,34,36,32,11,9,10,6,9,0.0,77,69,52,18,1.0,0.5,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Deyna Castellanos,81,90,170,63,4,5,74.0,84.0,69.0,81.0,46.0,67.0,59,86,79,80,81,85,80,73,55,85,75,74,71,73,69,82,59,69,70,83,60,34,85,68,71,70.0,37,53,42,11,7,13,14,9,0.0,81,75,59,20,1.0,0.5,0,1,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sh'nia Gordon,70,73,170,52,3,3,78.0,65.0,67.0,70.0,42.0,71.0,62,62,54,74,59,68,60,52,66,73,79,78,78,64,65,78,82,67,79,59,52,36,67,65,58,62.0,44,39,40,11,7,9,9,9,0.0,69,67,54,17,0.5,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sari Kees,72,80,174,65,2,2,68.0,32.0,46.0,59.0,75.0,66.0,27,24,74,69,25,55,42,26,52,64,63,72,55,70,77,57,75,61,66,26,69,72,26,27,36,52.0,76,77,69,11,10,5,12,6,0.0,50,57,74,18,0.5,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lúcia Catarina Sousa Alves,70,74,157,53,3,2,75.0,40.0,64.0,69.0,64.0,60.0,72,36,53,73,28,66,59,41,69,69,79,72,72,64,88,60,59,69,53,31,67,68,55,44,38,66.0,64,63,67,7,7,14,11,12,0.0,59,64,65,18,1.0,0.5,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunniva Skoglund,69,80,175,65,2,1,0.0,0.0,0.0,0.0,0.0,0.0,15,10,13,27,8,15,19,13,25,22,36,40,31,64,52,50,61,30,45,9,29,15,9,32,13,35.0,13,12,15,66,69,66,67,71,38.0,25,28,25,70,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
朱钰,72,77,184,72,2,1,0.0,0.0,0.0,0.0,0.0,0.0,14,10,12,16,10,9,13,14,16,11,44,54,46,55,55,49,59,42,68,6,40,11,7,51,20,51.0,9,14,14,73,71,65,77,74,48.0,23,25,26,73,0.5,0.5,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fatima Kome,68,78,171,57,3,3,75.0,62.0,64.0,71.0,37.0,52.0,59,59,53,67,58,71,59,51,62,73,75,75,73,62,69,67,67,54,54,62,42,32,69,68,59,58.0,41,34,32,12,14,8,14,13,0.0,68,65,47,20,0.5,0.5,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
